Date,Dividend,Split
1995-02-28,0.06,
1995-05-30,0.06,
1995-08-31,0.06,
1995-12-14,0.06,
1996-02-29,0.06,
1996-05-30,0.06,
1996-08-29,0.06,
1996-11-27,0.06,
1997-01-14,2.333333,
1997-02-27,0.06,
1997-05-29,0.06,
1997-08-28,0.06,
1997-12-11,0.06,
1998-02-26,0.06,
1998-05-28,0.06,
1998-08-28,0.06,
1998-12-10,0.06,
1999-02-25,0.06,
1999-06-03,0.06,
1999-09-02,0.06,
1999-11-29,0.06,
2000-03-02,0.06,
2000-06-01,0.06,
2000-08-31,0.06,
2000-10-04,,3
2000-12-14,0.06,
2001-03-01,0.06,
2001-05-31,0.06,
2007-08-27,0.05,
2007-11-13,0.05,
2008-02-28,0.05,
2008-05-29,0.05,
2008-08-27,0.05,
2008-11-13,0.05,
2009-02-26,0.05,
2009-05-28,0.05,
2009-08-27,0.05,
2009-11-12,0.05,
2010-02-24,0.05,
2010-05-26,0.05,
2010-08-26,0.05,
2010-11-15,0.05,
2011-02-24,0.05,
2011-05-26,0.05,
2011-08-29,0.05,
2011-11-14,0.075,
2012-02-27,0.075,
2012-05-29,0.075,
2012-08-29,0.075,
2012-11-14,0.09,
2013-02-26,0.09,
2013-05-29,0.1,
2013-08-28,0.1,
2013-11-13,0.1,
2014-02-26,0.1,
2014-05-28,0.1,
2014-08-27,0.1,
2014-11-12,0.1,
2015-02-25,0.12,
2015-05-27,0.12,
2015-08-27,0.12,
2015-11-10,0.12,
2016-02-23,0.135,
2016-05-26,0.135,
2016-08-29,0.135,
2016-11-15,0.135,
2017-02-24,0.155,
2017-05-26,0.155,
2017-08-29,0.155,
2017-11-15,0.155,
2018-02-27,0.18,
2018-05-30,0.18,
2018-08-30,0.18,
2018-11-15,0.18,
2019-02-27,0.2,
2019-05-30,0.2,
2019-08-29,0.2,
2019-11-14,0.2,
2020-02-27,0.22,
2020-05-28,0.22,
2020-08-27,0.22,
2020-11-12,0.22,
2021-02-25,0.24,
2021-05-27,0.24,
2021-08-30,0.24,
2021-11-10,0.24,
2022-02-25,0.27,
2022-05-27,0.27,
2022-08-30,0.27,
2022-11-17,0.27,
2023-02-27,0.28,
2023-05-30,0.28,
2023-08-30,0.28,
2023-11-16,0.28,
2024-02-28,0.28,
2024-05-31,0.28,
2024-08-30,0.28,
2024-11-15,0.28,
2025-02-28,0.28,
2025-05-30,0.28,
2025-08-29,0.28,
2025-11-14,0.28,
2026-02-27,0.28,
2026-05-29,0.28,
2026-08-31,0.28,
